-8,-41.56756917,66.61115002,11.68349482,39.69872438,25.53561396,32.82093901,29.19914579,31.12371435,30.22770413,30.76588066,30.57460638,30.75413675,30.74496893,30.83162211,30.86941253,30.93191515,30.98171577,31.03784052,61.71334986,60.22833866,59.21120134,58.51452864,58.0373533,57.71051933,57.48665938,57.33332992,57
-7,-33.39603232,49.25398102,7.292811569,28.69893751,17.88134794,23.45008325,20.68591537,22.15909204,21.47737799,21.89135953,21.74804532,21.88801641,21.88381984,21.95282461,21.9844942,22.03503894,22.07587488,22.12153773,47.05154719,45.77504673,44.90072594,44.30187325,43.89169823,43.61075511,43.4183274,43.28652697,43
-6,-25.96944996,34.58315167,3.844923357,19.52991323,11.60763055,15.69005341,13.66774184,14.74972721,14.25302347,14.55902771,14.45674955,14.56200321,14.56163436,14.6148887,14.6407866,14.68050804,14.71311229,14.74924828,34.43798784,33.35479835,32.61288323,32.10471977,31.75666096,31.51826339,31.35497661,31.24313581,31
-5,-19.28782208,22.59866196,1.339830185,12.19165154,6.714461799,9.540849476,8.144625174,8.895619855,8.554640569,8.768885194,8.700719065,8.776097143,8.778412481,8.81781438,8.838289714,8.868322447,8.893427994,8.920972182,23.87267183,22.96759353,22.34767319,21.9230682,21.63224149,21.43304417,21.296607,21.20315644,21
-4,-13.35114869,13.30051191,-0.222467947,6.684152435,3.201841675,5.002471459,4.116565392,4.596769975,4.382229278,4.520931981,4.479953873,4.530298209,4.534154213,4.561601644,4.577003551,4.598482153,4.616822002,4.636709426,15.35559914,14.61343227,14.10509583,13.75691854,13.51843981,13.35509744,13.24321858,13.16658886,13
-3,-8.15942979,6.688701499,-0.84197104,3.007415925,1.069770181,2.074919357,1.583562489,1.853177571,1.7357896,1.815168073,1.794453973,1.824606409,1.828859552,1.846250495,1.856928109,1.870987163,1.883294309,1.896460015,8.886769785,8.292314565,7.885151156,7.606270788,7.415255932,7.284423219,7.194811347,7.133433062,7
-2,-3.712665373,2.763230742,-0.518679093,1.161442006,0.318247319,0.75819317,0.545616465,0.664842642,0.615321537,0.65159347,0.644219364,0.659021743,0.662528499,0.671760934,0.678063388,0.685837476,0.692844915,0.700223949,4.466183755,4.004240416,3.68783916,3.471124945,3.322689847,3.221021491,3.1513853,3.103689053,3
-1,-0.010855443,1.524099635,0.747407894,1.146230678,0.947273087,1.052292898,1.002727319,1.031765189,1.020825087,1.030208172,1.029250046,1.033544211,1.035161054,1.038132961,1.040409389,1.043033093,1.04547382,1.048001227,2.093841053,1.749209823,1.513159845,1.351481011,1.240741559,1.16489226,1.112940439,1.077356832,1
0,2.946,2.971308176,2.95628992,2.961781941,2.956847486,2.95721854,2.954895052,2.953945211,2.952300251,2.951012178,2.949546018,2.948173812,2.946757216,2.945366575,2.943966111,2.942574012,2.941181025,2.939791849,1.769741679,1.527222788,1.361113209,1.247338987,1.169411068,1.116035528,1.079476765,1.054436399,1
1,5.157900957,7.104856367,6.107966986,6.608095794,6.346970516,6.472970097,6.402119664,6.431382709,6.409747029,6.414005488,6.405107282,6.402910547,6.397316986,6.393461776,6.388733554,6.384460236,6.379966529,6.375595816,3.493885633,3.338279309,3.231699255,3.158698872,3.108698372,3.074451293,3.050994278,3.034927753,3
2,6.624847427,13.92474421,10.20243909,12.08517224,11.11764218,11.59954757,11.34440116,11.46407768,11.39316542,11.4191881,11.39593384,11.39775442,11.38684036,11.38241857,11.37471172,11.36869176,11.36183033,11.35541313,7.266272915,7.182379387,7.12491798,7.085560666,7.058603473,7.040139556,7.027492977,7.018830895,7
3,7.34683941,23.4309717,15.23970624,19.39301127,17.26886247,18.33695096,17.78173952,18.05203013,17.90255543,17.96656002,17.92202568,17.93270542,17.91532735,17.91223694,17.90190061,17.89526859,17.88677243,17.87924378,13.08690353,13.05952302,13.04076939,13.02792437,13.01912637,13.01310032,13.00897286,13.00614582,13
4,7.323876907,35.62353884,21.21976842,28.5316129,24.80063139,26.68518026,25.71413477,26.19524006,25.93791705,26.05612125,25.98338282,26.00776356,25.98277794,25.98291691,25.97030021,25.96419072,25.95479284,25.94708778,20.95577746,20.96971021,20.97925347,20.98578998,20.99026706,20.99333357,20.99543393,20.99687254,21
5,6.555959918,50.50244562,28.14262565,39.50097712,33.71294894,36.64423547,35.1415869,35.89370746,35.49925028,35.68787178,35.58000525,35.62292883,35.58919214,35.59445846,35.57991054,35.57545816,35.56589154,35.55894513,30.87289473,30.91294096,30.94037024,30.9591575,30.97202556,30.98083933,30.98687619,30.99101105,31
6,5.043088441,68.06769206,36.00827791,52.30110393,44.00581513,48.2141166,46.06409591,47.14743233,46.58655513,46.86181161,46.71189296,46.77820123,46.73456995,46.7468616,46.73073159,46.7290709,46.72006854,46.71481582,42.83825533,42.88921527,42.92411969,42.94802694,42.96440184,42.97561758,42.98329964,42.98856134,43
7,2.785262478,88.31927815,44.81672521,66.93199333,55.67922994,61.39482365,58.48166179,59.95641468,59.19983159,59.57794075,59.37904597,59.47358077,59.41891136,59.44012632,59.42276336,59.42502894,59.41732384,59.41469985,56.85185925,56.89853313,56.93050181,56.95239828,56.96739593,56.97766834,56.98470427,56.98952342,57
8,-0.217517971,111.2572039,54.56796756,83.39364532,68.73319339,76.18635661,72.39428455,74.32065451,73.33907966,73.83625919,73.58146427,73.70906744,73.64221639,73.67425264,73.65600586,73.66333229,73.65765743,73.65859723,72.9137065,72.94089455,72.95951662,72.97227153,72.9810078,72.98699159,72.99109008,72.99389729,73
9,-3.965252907,136.8814693,65.26200494,101.6860599,83.16770546,92.58871548,87.8019642,90.24015181,89.00429935,89.63676694,89.31914786,89.48466125,89.40448502,89.44924054,89.43045907,89.44398094,89.44106933,89.44650796,91.02379708,91.01629952,91.01116411,91.00764669,91.00523748,91.00358733,91.00245709,91.00168295,91
10,-8.45794233,165.1920743,76.89883736,121.8092371,98.98276617,110.6019003,104.7047007,107.7149066,106.1954907,106.979464,106.5920967,106.8003622,106.7057173,106.76509,106.746123,106.7669749,106.7675595,106.778432,111.182131,111.1247481,111.0854443,111.0585238,111.040085,111.0274556,111.0188053,111.0128804,111
11,-13.69558624,196.189019,89.47846483,143.7631768,116.1783755,130.225911,123.1024941,126.7449188,124.9126536,125.8643504,125.4003109,125.6561703,125.5459131,125.6218011,125.6029977,125.6323141,125.637128,125.6543694,133.3887082,133.2662401,133.1823571,133.1249027,133.0855502,133.0585963,133.0401347,133.0274896,133
12,-19.67818464,229.8723033,103.0008873,167.5478792,134.7545335,151.4607476,142.9953444,147.3301886,145.1557881,146.291426,145.7437904,146.0520855,145.9250726,146.0193738,146.001083,146.0399987,146.0497748,146.0743202,157.6435288,157.4407758,157.3019027,157.2067836,157.1416333,157.0970096,157.0664452,157.0455106,157
13,-26.40573752,266.2419273,117.4661049,193.1633441,154.7112401,174.3064101,164.3832516,169.4707158,166.9248942,168.260691,167.6225351,167.9881078,167.8431956,167.957808,167.9403791,167.9900286,168.0054999,168.0382843,183.9465927,183.648355,183.4440809,183.3041664,183.2083341,183.1426953,183.097737,183.0669434,183
14,-33.87824489,305.2978909,132.8741175,220.6095717,176.0484953,198.7628986,187.2662156,193.1665005,190.219972,191.7721453,191.0365452,191.4642373,191.3002823,191.4371039,191.420886,191.4824037,191.5043033,191.5462617,212.2978999,211.8889777,211.6088918,211.4170511,211.2856528,211.1956535,211.1340099,211.091788,211
15,-42.09570674,347.0401942,149.2249251,249.8865618,198.7662992,224.8302129,211.6442365,218.4175426,215.0410214,216.8257888,215.9858205,216.4804739,216.2963326,216.4572613,216.4426035,216.5171242,216.546185,216.5982525,242.6974504,242.1626441,241.7963353,241.5454377,241.3735893,241.2558843,241.175264,241.1200444,241
16,-51.05812308,391.4688371,166.5185277,280.9943145,222.8646517,252.5083532,237.5173143,245.2238422,241.3880424,243.4216217,242.4703611,243.0368176,242.8313464,243.0182803,243.0055318,243.09419,243.131145,243.1942567,275.1452443,274.4693539,274.0064116,273.6893263,273.4721435,273.3233875,273.2214993,273.1517126,273
17,-60.76549391,438.5838197,184.7549254,313.9328298,248.3435528,281.7973194,264.885449,273.5853993,269.261035,271.5596439,270.4901671,271.1332685,270.9053239,271.1201609,271.1096708,271.2136011,271.2591833,271.3342741,309.6412815,308.8091074,308.2391205,307.8487167,307.5813156,307.3981632,307.2727158,307.1867926,307
18,-71.21781923,488.3851419,203.9341182,348.7021077,275.2030025,312.6971115,293.7486405,303.5022139,298.6599992,301.2398554,300.0452383,300.7698265,300.518265,300.7629031,300.7550205,300.8753574,300.9302999,301.018305,346.185562,345.1819043,344.4944621,344.023609,343.7011054,343.4802115,343.3289135,343.2252843,343
19,-82.41509903,540.8728038,224.056106,385.3021482,303.4430009,345.2077295,324.106889,334.974286,329.584935,332.4622562,331.1355748,331.9464917,331.6701697,331.9465069,331.9415809,332.0794591,332.1444948,332.2463491,384.7780859,383.5877449,382.7724364,382.2140033,381.831513,381.5695322,381.3900924,381.2671878,381
20,-94.35733332,596.0468054,245.1208888,423.7329513,333.0635479,379.3291735,355.9601943,368.0016155,362.0358424,365.2268463,363.7611766,364.6632639,364.361038,364.6709722,364.669352,364.8259061,364.901768,365.0184067,425.4188531,424.026629,423.0730434,422.4198995,421.9725385,421.6661254,421.4562524,421.3125031,421
